Experiment,Site,Date,ID,Session,Trial,Choice,Notes
Reversal,Tempe,9-Oct-19,Burrito,6,28,1,baited floor at 12:58
Reversal,Tempe,9-Oct-19,Burrito,6,29,1,baited floor at 1:04
Reversal,Tempe,9-Oct-19,Burrito,6,30,0,
Reversal,Tempe,10-Oct-19,Burrito,7,31,1,
Reversal,Tempe,10-Oct-19,Burrito,7,32,1,
Reversal,Tempe,10-Oct-19,Burrito,7,33,1,
Reversal,Tempe,10-Oct-19,Burrito,7,34,1,
Reversal,Tempe,10-Oct-19,Burrito,7,35,0,
Reversal,Tempe,10-Oct-19,Burrito,7,36,-1,
Reversal,Tempe,10-Oct-19,Burrito,8,36,1,
Reversal,Tempe,10-Oct-19,Burrito,8,37,-1,
Reversal,Tempe,11-Oct-19,Burrito,9,37,1,
Reversal,Tempe,11-Oct-19,Burrito,9,38,1,
Reversal,Tempe,11-Oct-19,Burrito,9,39,-1,"Baited floor with small piece at 12:17, again at 12:19 to see what would entice him to come to the floor with me sitting infront of him; removed all food at 12:22"
Reversal,Tempe,11-Oct-19,Burrito,10,39,1,Put the table in and he came right away!
Reversal,Tempe,11-Oct-19,Burrito,10,40,1,Baited table at 12:52 and he came down and ate first from the tube and then from the table
Reversal,Tempe,13-Oct-19,Burrito,1,1,-1,"Baited table after 3 min, did not come down"
Reversal,Tempe,13-Oct-19,Burrito,2,1,-1,Baited table after 4 min
Reversal,Tempe,14-Oct-19,Burrito,3,1,-1,"Burrito had knocked his whole food bowl into his water tub and DACT was unable to clean this morning (unclear how long he's been without food); tubes on table, baited table at 4 minutes but Burrito is on the floor so maybe didn't see... reset on floor 11:54; baited floor at 11:58 (3 mins from reset on floor), took out compeltely at 12:00"
Reversal,Tempe,14-Oct-19,Burrito,4,1,-1,baited the floor at 12:30 with a pretty bit piece (1/4 goldfish)
Reversal,Tempe,14-Oct-19,Burrito,5,1,-1,baited floor with half of a cracker at 12:51; he came for free cracker at 12:55 and stayed on the floor but did not come back to the tubes; he came down and immediately ate from his food bowl when it was returned with me standing right beside his cage... leaving a yellow tube with him overnight ro force him to interact with tubes
Reversal,Tempe,15-Oct-19,Burrito,6,1,0,"r=dark grey, baited table at 14:37 and he came down and ate bait and participated!"
Reversal,Tempe,15-Oct-19,Burrito,6,2,-1,baited table at 2:41 and he came and took the bait but did not look in a tube and then went to the floor; baited again at 2:43 and flushed him up to a perch so that he could see the table. He took the bait and flew up to a perch without participating. Removed tubes at 2:48.
Reversal,Tempe,15-Oct-19,Burrito,7,2,0,
Reversal,Tempe,15-Oct-19,Burrito,7,3,-1,baited table at 3:38 and he took bait without participating; baited table with maintenance diet at 3:42 and he came and got it and looked like he was going to check out the dark grey tube but then went to the floor; ended trial after 10 minutes
Reversal,Tempe,16-Oct-19,Burrito,8,3,-1,r=dark grey
Reversal,Tempe,16-Oct-19,Burrito,8,3,0,"reset on the floor and he came down and walked by the tubes but didn't look in them (walked passed the light grey tube), went in at 11:20 and tapped the left then the right tube to try and get him to focus on the tubes and avoid baiting; baited with a spec of food at 11:27"
Reversal,Tempe,16-Oct-19,Burrito,8,4,1,baited with a spec of food at 11:36
Reversal,Tempe,16-Oct-19,Burrito,8,5,1,I'm being very still and watching from a chair infront of his aviary
Reversal,Tempe,16-Oct-19,Burrito,8,6,0,He is spending a lot of time on the floor and then eventually going to the tube
Reversal,Tempe,16-Oct-19,Burrito,8,7,1,
Reversal,Tempe,16-Oct-19,Burrito,8,8,0,
Reversal,Tempe,16-Oct-19,Burrito,8,9,-1,"He finaly flew up after 10 mins and I baited the floor with a spec of food, not paying attention (wind picked up) so I baited again at 12:11 with a second spec, he came down and ate the specs and did not choose I tube, I got impatient at 12:18"
Reversal,Tempe,17-Oct-19,Burrito,9,9,0,baited the floor with a spec after 15 minutes
Reversal,Tempe,17-Oct-19,Burrito,9,10,1,baited the floor with a spec after 15 minutes
Reversal,Tempe,17-Oct-19,Burrito,9,11,1,r= DARK grey
Reversal,Tempe,17-Oct-19,Burrito,9,12,0,
Reversal,Tempe,17-Oct-19,Burrito,9,13,1,
Reversal,Tempe,17-Oct-19,Burrito,9,14,1,
Reversal,Tempe,17-Oct-19,Burrito,9,15,0,
Reversal,Tempe,17-Oct-19,Burrito,9,16,1,
Reversal,Tempe,17-Oct-19,Burrito,9,17,1,
Reversal,Tempe,17-Oct-19,Burrito,9,18,0,
Reversal,Tempe,17-Oct-19,Burrito,9,19,1,
Reversal,Tempe,17-Oct-19,Burrito,9,20,0,
Reversal,Tempe,17-Oct-19,Burrito,10,21,0,"I think waiting until 3 hours into his food deprivation, then focusing just on him, is a good idea."
Reversal,Tempe,17-Oct-19,Burrito,10,22,0,
Reversal,Tempe,17-Oct-19,Burrito,10,23,0,
Reversal,Tempe,17-Oct-19,Burrito,10,24,0,
Reversal,Tempe,17-Oct-19,Burrito,10,25,0,
Reversal,Tempe,17-Oct-19,Burrito,10,26,1,
Reversal,Tempe,17-Oct-19,Burrito,10,27,1,
Reversal,Tempe,17-Oct-19,Burrito,10,28,1,
Reversal,Tempe,17-Oct-19,Burrito,10,29,1,
Reversal,Tempe,17-Oct-19,Burrito,10,30,0,
Reversal,Tempe,17-Oct-19,Burrito,10,31,1,
Reversal,Tempe,17-Oct-19,Burrito,10,32,1,
Reversal,Tempe,17-Oct-19,Burrito,10,33,1,
Reversal,Tempe,17-Oct-19,Burrito,10,34,0,
Reversal,Tempe,17-Oct-19,Burrito,10,35,1,
Reversal,Tempe,17-Oct-19,Burrito,10,36,1,
Reversal,Tempe,17-Oct-19,Burrito,10,37,1,
Reversal,Tempe,17-Oct-19,Burrito,10,38,1,
Reversal,Tempe,17-Oct-19,Burrito,10,39,0,
Reversal,Tempe,17-Oct-19,Burrito,10,40,0,
Reversal,Tempe,18-Oct-19,Burrito,11,41,1,r= DARK grey
Reversal,Tempe,18-Oct-19,Burrito,11,42,1,
Reversal,Tempe,18-Oct-19,Burrito,11,43,1,
Reversal,Tempe,18-Oct-19,Burrito,11,44,1,
Reversal,Tempe,18-Oct-19,Burrito,11,45,1,
Reversal,Tempe,18-Oct-19,Burrito,11,46,1,
Reversal,Tempe,18-Oct-19,Burrito,11,47,1,
Reversal,Tempe,18-Oct-19,Burrito,11,48,1,
Reversal,Tempe,18-Oct-19,Burrito,11,49,1,
Reversal,Tempe,18-Oct-19,Burrito,11,50,1,
Reversal,Tempe,18-Oct-19,Burrito,11,51,1,R=DARK GREY
Reversal,Tempe,18-Oct-19,Burrito,11,52,1,
Reversal,Tempe,18-Oct-19,Burrito,11,53,1,
Reversal,Tempe,18-Oct-19,Burrito,11,54,1,
Reversal,Tempe,18-Oct-19,Burrito,11,55,0,
Reversal,Tempe,18-Oct-19,Burrito,11,56,1,it didn't look like he got the food out?
Reversal,Tempe,18-Oct-19,Burrito,11,57,1,"the food was on the floor from the previous trial! Could he have dropped it while moving quickly in the previous trial? It is breezy, could it have blown out of the tube at some point without me seeing it? He ate both pieces during this trial (neither associated with the wrong colored tube)"
Reversal,Tempe,18-Oct-19,Burrito,11,58,1,
Reversal,Tempe,18-Oct-19,Burrito,11,59,1,
Reversal,Tempe,18-Oct-19,Burrito,11,60,1,
Reversal,Tempe,18-Oct-19,Marisco,1,1,1,r=light grey
Reversal,Tempe,18-Oct-19,Marisco,1,2,0,baited table at 12:45
Reversal,Tempe,18-Oct-19,Marisco,1,3,0,baited table at 12:51
Reversal,Tempe,18-Oct-19,Marisco,1,4,-1,baited table at 12:59
Reversal,Tempe,20-Oct-19,Marisco,2,4,-1,"baited table at 13:27, did not come down"
Reversal,Tempe,20-Oct-19,Marisco,3,4,-1,Baited table
Reversal,Tempe,22-Oct-19,Marisco,4,4,-1,"r=light grey; baited table at 5 mins, exchanged for a bigger bait at 12:16; he came down and took the bait but did not look in either tube (baiting gets him to pay attention to the table and not just jumping back and forth at the back of his aviary). Previous to this trial: 21 Oct 2019 (KM): Did habituation to table with just goldfish and no tubes because he is too scared to come to the table"
Reversal,Tempe,22-Oct-19,Marisco,4,4,-1,"baited table at 5 mins; he keeps looking at the table like he wants to go there, and then hopping to the other perch at the back (and forth)"
Reversal,Tempe,22-Oct-19,Marisco,5,4,-1,r=light grey; removed table to see if a change of scenery could be good; baited floor at 3 minues he came and got it and did not look in tubes! GRRR! Giving him yellow tube for a few trials on the floor because he's not scared to come down to eat the free bait...
Reversal,Tempe,23-Oct-19,Marisco,6,4,1,started with yellow tubes; and tried tomorrow to get him focused and in a rhythm; began trials again once he came down 5 times in a row witin 5 minutes for hidden food and tube
Reversal,Tempe,23-Oct-19,Marisco,6,5,0,
Reversal,Tempe,23-Oct-19,Marisco,6,6,0,is doing well going back to perch after only looking in one tube
Reversal,Tempe,23-Oct-19,Marisco,6,7,0,"I went in and tapped each tube at 5 minutes; baited floor at 10 minutes, took bait and looked in tube"
Reversal,Tempe,23-Oct-19,Marisco,6,8,0,"Has he got a color preference? Why does he keep looking in dark grey even though there's no reward there?; went in and tapped each tube at 5 minutes, he came down and walked around the light grey tube without looking in it and went and got a drink of water, then went back to perch :( I went in and touched the tubes again at 15:19 (at the 10 minute mark) because I didn't want to bait just yet as he came to the floor already and didn't look, so I expect him to take the bait without looking. He came down on his own at 3:23."
Reversal,Tempe,24-Oct-19,Marisco,7,9,0,"went in and touched tubes at 5 minutes; baited floor with crumb at 10 minutes, came down right away and took crumb then looked in wrong tube"
Reversal,Tempe,24-Oct-19,Marisco,7,10,-1,went in and touched both tubes at 5 minutes; he actually flew to perch at the front of the aviary! That's new!; baited floor at 10 minutes; ended trial after 15 minutes
Reversal,Tempe,24-Oct-19,Marisco,8,10,0,went in and touched both tubes at 5 minutes (he's been flying around his aviary casually); baited floor at 10 mins
Reversal,Tempe,24-Oct-19,Marisco,9,11,-1,baited floor at 5 minutes with a crumb; ended trial at 10 mins and will go back to yellow tube
Reversal,Tempe,24-Oct-19,Marisco,10,11,1,started trial after passing yellow tube criterion again and he worked quickly there; baited the floor after 10 minutes
Reversal,Tempe,24-Oct-19,Marisco,10,12,0,"went in and touched each tube at 10 mins (Marisco is at least hopping back and forth on the front perches now as well as the back ones, so he seems more comfortable); baited floor at 14:47 and he came down right away"
Reversal,Tempe,24-Oct-19,Marisco,10,13,1,baited floor at 5 minutes
Reversal,Tempe,24-Oct-19,Marisco,10,14,0,"baited floor at 4 mins, he is still looking with bait, maybe keep doing this with him until he doesn't keep looking? May be demonstrating a (my) left side bias..."
Reversal,Tempe,24-Oct-19,Marisco,10,15,1,baited floor at 2 mins
Reversal,Tempe,24-Oct-19,Marisco,10,16,1,baited floor at 1 minute (it's windy)
Reversal,Tempe,24-Oct-19,Marisco,10,17,0,"baited floor at 1 minute, had to scare him from looking in the tube on the right after he looked in the tube on the left"
Reversal,Tempe,24-Oct-19,Marisco,10,18,1,baited floor with crumb at 1 minute
Reversal,Tempe,24-Oct-19,Marisco,10,19,0,baited floor at 1 minute
Reversal,Tempe,24-Oct-19,Marisco,10,20,1,HE CAME DOWN WITHOUT BEING BAITED AND WENT TO THE RIGHT! YAY!
Reversal,Tempe,25-Oct-19,Marisco,11,21,1,r=light grey; I started with yellow tube before embarking on these today
Reversal,Tempe,25-Oct-19,Marisco,11,22,1,
Reversal,Tempe,25-Oct-19,Marisco,11,23,1,
Reversal,Tempe,25-Oct-19,Marisco,11,24,1,
Reversal,Tempe,25-Oct-19,Marisco,11,25,1,
Reversal,Tempe,25-Oct-19,Marisco,11,26,1,drank water after this one
Reversal,Tempe,25-Oct-19,Marisco,11,27,1,
Reversal,Tempe,25-Oct-19,Marisco,11,28,1,drank water again after this one
Reversal,Tempe,25-Oct-19,Marisco,11,29,1,
Reversal,Tempe,25-Oct-19,Marisco,11,30,1,
Reversal,Tempe,25-Oct-19,Marisco,11,31,1,
Reversal,Tempe,25-Oct-19,Marisco,11,32,1,
Reversal,Tempe,25-Oct-19,Marisco,11,33,1,
Reversal,Tempe,25-Oct-19,Marisco,11,34,1,
Reversal,Tempe,25-Oct-19,Marisco,11,35,1,
Reversal,Tempe,25-Oct-19,Marisco,11,36,0,
Reversal,Tempe,25-Oct-19,Marisco,11,37,1,
Reversal,Tempe,25-Oct-19,Marisco,11,38,1,
Reversal,Tempe,25-Oct-19,Marisco,11,39,1,
Reversal,Tempe,25-Oct-19,Marisco,11,40,1,
Reversal,Tempe,25-Oct-19,Marisco,1,1,0,r=DARK GREY
Reversal,Tempe,25-Oct-19,Marisco,1,2,1,baited floor at 3 minutes
Reversal,Tempe,25-Oct-19,Marisco,1,3,1,drank after this one
Reversal,Tempe,27-Oct-19,Marisco,2,4,0,baited ground after 3min
Reversal,Tempe,27-Oct-19,Marisco,2,5,0,baited ground after 4min
Reversal,Tempe,27-Oct-19,Marisco,2,6,-1,baited ground after 3min
Reversal,Tempe,27-Oct-19,Marisco,3,6,1,baited ground after 3min
Reversal,Tempe,27-Oct-19,Marisco,3,7,0,Left side bias; implementing anti-left pseudo-randomization
Reversal,Tempe,27-Oct-19,Marisco,3,8,0,
Reversal,Tempe,27-Oct-19,Marisco,3,9,1,baited ground after 4min
Reversal,Tempe,27-Oct-19,Marisco,3,10,0,baited ground after 3min
Reversal,Tempe,28-Oct-19,Marisco,4,11,0,
Reversal,Tempe,28-Oct-19,Marisco,4,12,0,"baited ground after 5 min, came down and made right choice but not in the right amount of time"
Reversal,Tempe,28-Oct-19,Marisco,4,13,-1,didn't come down in 5 min.
Reversal,Tempe,28-Oct-19,Marisco,5,14,0,
Reversal,Tempe,28-Oct-19,Marisco,5,15,1,baited ground after 3 min.
Reversal,Tempe,28-Oct-19,Marisco,5,16,0,
Reversal,Tempe,28-Oct-19,Marisco,5,17,0,
Reversal,Tempe,28-Oct-19,Marisco,5,18,0,
Reversal,Tempe,28-Oct-19,Marisco,5,19,1,baited ground after 4 min
Reversal,Tempe,28-Oct-19,Marisco,5,20,0,ended trials because of time constraints (boldness assay in neighboring aviary)
Reversal,Tempe,29-Oct-19,Marisco,6,21,0,
Reversal,Tempe,29-Oct-19,Marisco,6,22,0,went in an touched each tube at 3 mins because he was boping around at the back perches
Reversal,Tempe,29-Oct-19,Marisco,6,23,1,"field team arrived via two separate entrances (freight elevator and 8th floor door) so this trial took longer to let them get in and passed us; went in and touched each tube at 11:10; baited floor at 11:13 (he is sitting quietly listening to them unpack), he came down and ate the bait then chose the reward tube and then drank water for a time"
Reversal,Tempe,29-Oct-19,Marisco,6,24,0,went in and touched each tube at 3 mins; baited floor at 5 mins
Reversal,Tempe,29-Oct-19,Marisco,6,25,1,went in and touched each tube at 3 mins; baited floor at 5 mins
Reversal,Tempe,29-Oct-19,Marisco,6,26,0,baited floor at 3 mins
Reversal,Tempe,29-Oct-19,Marisco,6,27,1,"afraid he's becomming left side biased (context-dependent, goes left each time because getting food anyway so no consequence for choosing wrong tube?); went in and touched each tube at 3 mins - he came down and went to the right! Hooray!"
Reversal,Tempe,29-Oct-19,Marisco,6,28,0,
Reversal,Tempe,29-Oct-19,Marisco,6,29,1,
Reversal,Tempe,29-Oct-19,Marisco,6,30,1,
Reversal,Tempe,29-Oct-19,Marisco,6,31,1,
Reversal,Tempe,29-Oct-19,Marisco,6,32,1,
Reversal,Tempe,29-Oct-19,Marisco,6,33,1,
Reversal,Tempe,29-Oct-19,Marisco,6,34,1,
Reversal,Tempe,29-Oct-19,Marisco,6,35,1,
Reversal,Tempe,29-Oct-19,Marisco,6,36,1,
Reversal,Tempe,29-Oct-19,Marisco,6,37,1,field team took bird out of aviary before beginning this trial
Reversal,Tempe,29-Oct-19,Marisco,6,38,1,
Reversal,Tempe,29-Oct-19,Marisco,6,39,1,
Reversal,Tempe,29-Oct-19,Marisco,6,40,1,
Reversal,Tempe,29-Oct-19,Marisco,7,41,1,
Reversal,Tempe,29-Oct-19,Marisco,7,42,1,
Reversal,Tempe,29-Oct-19,Marisco,7,43,1,
Reversal,Tempe,29-Oct-19,Marisco,7,44,1,
Reversal,Tempe,29-Oct-19,Marisco,7,45,1,
Reversal,Tempe,29-Oct-19,Marisco,7,46,1,
Reversal,Tempe,29-Oct-19,Marisco,7,47,1,
Reversal,Tempe,29-Oct-19,Marisco,7,48,1,
Reversal,Tempe,29-Oct-19,Marisco,7,49,1,
Reversal,Tempe,29-Oct-19,Marisco,7,50,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,1,0,r=DARK grey
Reversal,Tempe,19-Nov.-19,Chilaquile,1,2,0,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,3,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,4,0,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,5,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,6,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,7,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,8,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,9,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,10,0,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,11,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,1,12,1,paused to take cat out of Taco's aviary
Reversal,Tempe,19-Nov.-19,Chilaquile,2,13,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,14,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,15,0,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,16,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,17,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,18,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,19,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,20,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,21,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,22,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,23,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,24,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,25,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,26,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,27,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,28,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,29,1,
Reversal,Tempe,19-Nov.-19,Chilaquile,2,30,1,Chilaquile took a preening break at the beginning of this trial on a rear perch
Reversal,Tempe,20-Nov.-19,Chilaquile,1,1,0,r=light grey
Reversal,Tempe,20-Nov.-19,Chilaquile,1,2,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,3,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,4,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,5,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,6,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,7,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,8,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,9,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,10,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,11,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,12,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,13,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,14,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,15,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,16,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,17,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,18,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,19,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,1,20,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,2,21,0,
Reversal,Tempe,20-Nov.-19,Chilaquile,2,22,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,2,23,0,stopped camera because it started to rain
Reversal,Tempe,20-Nov.-19,Chilaquile,3,24,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,25,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,26,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,27,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,28,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,29,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,30,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,31,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,32,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,33,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,34,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,35,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,36,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,37,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,38,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,39,1,
Reversal,Tempe,20-Nov.-19,Chilaquile,3,40,0,
Reversal,Tempe,24-Nov.-19,Yuca,1,1,1,r=light grey
Reversal,Tempe,24-Nov.-19,Yuca,1,2,0,
Reversal,Tempe,24-Nov.-19,Yuca,1,3,1,
Reversal,Tempe,24-Nov.-19,Yuca,1,4,0,left side bias - implementing remedy of having reward tube on the right more than on the left
Reversal,Tempe,24-Nov.-19,Yuca,1,5,0,"went in and touched each tube 5 mins as she was on a rear perch with one foot up; came to floor at 9 minutes at rear of aviary, then to water tub"
Reversal,Tempe,24-Nov.-19,Yuca,1,6,-1,Yuca is engaged in looking at the tubes but has not come down at 5 minutes; ended trial at 10 minutes anyway.
Reversal,Tempe,24-Nov.-19,Yuca,2,6,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,7,0,
Reversal,Tempe,24-Nov.-19,Yuca,2,8,0,Yuca is actively looking at the tubes at 5 minutes and softly chirping
Reversal,Tempe,24-Nov.-19,Yuca,2,9,1,Came down at 5 minutes
Reversal,Tempe,24-Nov.-19,Yuca,2,10,0,
Reversal,Tempe,24-Nov.-19,Yuca,2,11,0,Yuca is perched on front perch at 5 minutes not participating; she moves to rear perch when I suddenly look at her.
Reversal,Tempe,24-Nov.-19,Yuca,2,12,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,13,1,She came down at 6 minutes but did not look into the dark grey tube
Reversal,Tempe,24-Nov.-19,Yuca,2,14,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,15,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,16,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,17,0,The food fell out of the tube while I was walking in so I stepped out and rebaited the rewarded tube; went in and touched each tube at 5 mins as she was standing on one let on a rear perch not engaged with participating
Reversal,Tempe,24-Nov.-19,Yuca,2,18,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,19,1,
Reversal,Tempe,24-Nov.-19,Yuca,2,20,0,Replaced her tree with a new tree after returning her food.
Reversal,Tempe,25-Nov.-19,Yuca,3,21,1,Continued with left bias remedy of placing the rewarded tube more often on the right side
Reversal,Tempe,25-Nov.-19,Yuca,3,22,-1,She has been engaged in looking at the tubes; went in at 6 minutes and touched each tube; ended trial at 12 minutes
Reversal,Tempe,25-Nov.-19,Yuca,4,22,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,23,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,24,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,25,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,26,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,27,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,28,1,went in and touched each tube at 5 mins because she was just playing with her bands on a rear perch
Reversal,Tempe,25-Nov.-19,Yuca,4,29,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,30,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,31,0,
Reversal,Tempe,25-Nov.-19,Yuca,4,32,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,33,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,34,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,35,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,36,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,37,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,38,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,39,1,
Reversal,Tempe,25-Nov.-19,Yuca,4,40,1,
Reversal,Tempe,26-Nov.-19,Yuca,1,1,0,r=DARK grey
Reversal,Tempe,26-Nov.-19,Yuca,1,2,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,3,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,4,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,5,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,6,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,7,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,8,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,9,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,10,0,
Reversal,Tempe,26-Nov.-19,Yuca,1,11,-1,
Reversal,Tempe,26-Nov.-19,Yuca,2,11,0,
Reversal,Tempe,26-Nov.-19,Yuca,2,12,0,
Reversal,Tempe,26-Nov.-19,Yuca,2,13,0,
Reversal,Tempe,26-Nov.-19,Yuca,2,14,0,
Reversal,Tempe,26-Nov.-19,Yuca,2,15,-1,
Reversal,Tempe,27-Nov.-19,Yuca,3,15,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,16,0,"went in and touched each tube at 3 mins to get her focused back on the tubes because she was perched on one foot on a rear perch not participating, baited floor at 10 mins"
Reversal,Tempe,27-Nov.-19,Yuca,3,17,0,went in and touched each tube at 1 mins; baited at 5 mins and she came down before I left the aviary
Reversal,Tempe,27-Nov.-19,Yuca,3,18,1,
Reversal,Tempe,27-Nov.-19,Yuca,3,19,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,20,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,21,1,
Reversal,Tempe,27-Nov.-19,Yuca,3,22,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,23,1,
Reversal,Tempe,27-Nov.-19,Yuca,3,24,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,25,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,26,0,
Reversal,Tempe,27-Nov.-19,Yuca,3,27,1,
Reversal,Tempe,27-Nov.-19,Yuca,3,28,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,29,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,30,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,31,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,32,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,33,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,34,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,35,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,36,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,37,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,38,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,39,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,40,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,41,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,42,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,43,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,44,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,45,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,46,0,
Reversal,Tempe,28-Nov.-19,Yuca,4,47,1,
Reversal,Tempe,28-Nov.-19,Yuca,4,48,0,right side biased - implement anti-side bias remedy
Reversal,Tempe,28-Nov.-19,Yuca,4,49,0,
