Bird Name,Date,Time,LatDegrees,LatMinutes,LatSeconds,Latitude,LonDegrees,LonMinutes,LonSeconds,Longitude
Chile,2019-06-12,9:18:00,,,,33.42039691,,,,-111.9295144
Taquito,2019-06-12,10:14:00,,,,33.42042403,,,,-111.9294079
Chile,2019-06-12,10:14:00,,,,33.42042403,,,,-111.9294079
Avocada,2019-06-12,10:30:00,,,,33.42027391,,,,-111.928956
Nacho,2019-06-12,10:44:00,,,,33.42016603,,,,-111.9278953
Ranchera,2019-06-12,9:25:00,,,,33.41836887,,,,-111.9357643
Chimichanga,2019-06-12,9:34:00,,,,33.41839871,,,,-111.9355495
Chalupa,2019-06-12,9:41:00,,,,33.41697705,,,,-111.9370154
Chalupa,2019-06-12,9:59:00,,,,33.41651588,,,,-111.9374119
Morada,2019-06-12,10:10:00,,,,33.41979719,,,,-111.9349544
Tortilla,2019-06-12,10:21:00,,,,33.42132533,,,,-111.9337231
Tostada,2019-06-12,10:27:00,,,,33.42136284,,,,-111.9336516
Tortilla,2019-06-12,10:35:00,,,,33.42133405,,,,-111.9336009
Fideo,2019-06-13,6:10:00,,,,33.42075524,,,,-111.9249641
Fideo,2019-06-13,6:20:00,,,,33.42080909,,,,-111.9245968
Fideo,2019-06-13,6:30:00,,,,33.42072339,,,,-111.9242922
Fideo,2019-06-13,6:40:00,,,,33.42070063,,,,-111.9242451
Fideo,2019-06-13,6:50:00,,,,33.42081136,,,,-111.9251117
Fideo,2019-06-13,7:00:00,,,,33.42077389,,,,-111.9249745
Fideo,2019-06-13,7:10:00,,,,33.42061069,,,,-111.9250313
Fideo,2019-06-13,7:20:00,,,,33.42084849,,,,-111.9251423
Fideo,2019-06-13,7:30:00,,,,33.4208901,,,,-111.9254749
Queso,2019-06-13,7:57:00,,,,33.42387716,,,,-111.9233049
Queso,2019-06-13,8:08:00,,,,33.42379988,,,,-111.9233039
Queso,2019-06-13,8:18:00,,,,33.42329931,,,,-111.9245167
Queso,2019-06-13,8:28:00,,,,33.42363396,,,,-111.9236563
Queso,2019-06-13,8:38:00,,,,33.42284112,,,,-111.9245117
Queso,2019-06-13,8:47:00,,,,33.42374653,,,,-111.9239004
Queso,2019-06-13,8:57:00,,,,33.42362365,,,,-111.9238586
Tapa,2019-06-13,9:33:00,,,,33.41836439,,,,-111.9298437
Tapa,2019-06-13,9:48:00,,,,33.41848605,,,,-111.9300457
Memela,2019-06-13,10:27:00,,,,33.41702123,,,,-111.9291226
Memela,2019-06-13,10:49:00,,,,33.417967,,,,-111.930214
Crema,2019-06-13,6:32:00,,,,33.4200849,,,,-111.9293309
Crema,2019-06-13,6:50:00,,,,33.42052164,,,,-111.929732
Chile,2019-06-13,9:23:00,,,,33.42058643,,,,-111.9295476
Chile,2019-06-13,9:37:00,,,,33.42029168,,,,-111.9295015
Chile,2019-06-13,9:39:00,,,,33.42039457,,,,-111.9295123
Naranja,2019-06-13,8:24:00,,,,33.419808,,,,-111.93027
Naranja,2019-06-13,8:40:00,,,,33.420678,,,,-111.930263
Crema,2019-06-13,8:39:00,,,,33.420611,,,,-111.930312
Taquito,2019-06-13,8:43:00,,,,33.42082,,,,-111.930058
Avocada,2019-06-13,6:27:00,,,,33.419042,,,,-111.929261
Avocada,2019-06-13,6:47:00,,,,33.420262,,,,-111.930087
Avocada,2019-06-13,6:57:00,,,,33.420103,,,,-111.929963
Avocada,2019-06-13,7:10:00,,,,33.420726,,,,-111.0931755
Avocada,2019-06-13,7:54:00,,,,33.42041,,,,-111.926728
Avocada,2019-06-13,8:24:00,,,,33.419808,,,,-111.93027
Avocada,2019-06-13,8:47:00,,,,33.4207,,,,-111.930272
Avocada,2019-06-13,9:36:00,,,,33.420395,,,,-111.926756
Chile,2019-06-13,8:32:00,,,,33.419952,,,,-111.930214
Shakira,2019-06-14,6:39:00,,,,33.41866198,,,,-111.9298751
Tapa,2019-06-14,6:41:00,,,,33.41824879,,,,-111.9295183
Conchinita ,2019-06-14,7:28:00,,,,33.41883859,,,,-111.9290452
Memela,2019-06-14,8:20:00,,,,33.41817109,,,,-111.9295995
Chalupa,2019-06-14,8:58:00,,,,33.41714033,,,,-111.9376537
Chalupa,2019-06-14,9:12:00,,,,33.41655217,,,,-111.9369702
Chalupa,2019-06-14,9:35:00,,,,33.41694109,,,,-111.9375884
Queso,2019-06-14,6:15:00,,,,33.42371162,,,,-111.9240192
Queso,2019-06-14,6:26:00,,,,33.4232292,,,,-111.9244789
Queso,2019-06-14,6:36:00,,,,33.42301483,,,,-111.9244056
Queso,2019-06-14,6:46:00,,,,33.42265814,,,,-111.9249451
Queso,2019-06-14,6:56:00,,,,33.42268404,,,,-111.9245296
Queso,2019-06-14,7:06:00,,,,33.42301286,,,,-111.9246712
Queso,2019-06-14,7:16:00,,,,33.42257185,,,,-111.9251069
Queso,2019-06-14,7:26:00,,,,33.42296224,,,,-111.9245425
Queso,2019-06-14,7:36:00,,,,33.42293206,,,,-111.9245277
Queso,2019-06-14,7:46:00,,,,33.42294866,,,,-111.9245092
Avocada,2019-06-14,8:26:00,,,,33.41928945,,,,-111.9257777
Avocada,2019-06-14,8:36:00,,,,33.41891051,,,,-111.9248474
Avocada,2019-06-14,8:47:00,,,,33.42053626,,,,-111.9244825
Avocada,2019-06-14,8:56:00,,,,33.41993209,,,,-111.925711
Fideo,2019-06-14,9:12:00,,,,33.42048308,,,,-111.9255355
Fideo,2019-06-14,9:23:00,,,,33.42031511,,,,-111.9250992
Fideo,2019-06-14,9:33:00,,,,33.42032118,,,,-111.9250901
Fideo,2019-06-14,9:43:00,,,,33.42038937,,,,-111.9250734
Fideo,2019-06-14,9:53:00,,,,33.42093025,,,,-111.9253788
Fideo,2019-06-14,10:03:00,,,,33.42085352,,,,-111.925249
Fideo,2019-06-14,10:13:00,,,,33.42083872,,,,-111.9249573
Fideo,2019-06-14,10:23:00,,,,33.42079811,,,,-111.9249484
Fideo,2019-06-14,10:33:00,,,,33.42107363,,,,-111.9252127
Fideo,2019-06-14,10:44:00,,,,33.42088432,,,,-111.9251523
Avocada,2019-06-16,5:59:00,,,,33.42024625,,,,-111.9300886
Avocada,2019-06-16,6:08:00,,,,33.42021448,,,,-111.9300981
Naranja,2019-06-16,6:10:00,,,,33.42031058,,,,-111.9302965
Avocada,2019-06-16,6:19:00,,,,33.4202869,,,,-111.9300831
Chile,2019-06-16,6:22:00,,,,33.4204234,,,,-111.9296987
Avocada,2019-06-16,6:28:00,,,,33.41988281,,,,-111.9300214
Chile,2019-06-16,6:31:00,,,,33.42034557,,,,-111.9298787
Avocada,2019-06-16,6:39:00,,,,33.42073856,,,,-111.9270299
Mixiote,2019-06-16,6:53:00,,,,33.42042503,,,,-111.9280134
Avocada,2019-06-16,7:01:00,,,,33.42116335,,,,-111.9275064
Aquaman,2019-06-16,7:02:00,,,,33.42124424,,,,-111.9276111
Nacho,2019-06-16,7:02:00,,,,33.42124424,,,,-111.9276111
Crema,2019-06-16,7:24:00,,,,33.42036263,,,,-111.9292502
Fideo,2019-06-16,7:40:00,,,,33.42091957,,,,-111.9250532
Fideo,2019-06-16,7:51:00,,,,33.47916221,,,,-111.9255085
Fideo,2019-06-16,8:01:00,,,,33.42225874,,,,-111.9259387
Fideo,2019-06-16,8:06:00,,,,33.42115941,,,,-111.9257442
Fideo,2019-06-16,8:11:00,,,,33.42079321,,,,-111.925294
Fideo,2019-06-16,8:21:00,,,,33.42091957,,,,-111.9250532
Fideo,2019-06-16,8:29:00,,,,33.42068785,,,,-111.9252962
Fideo,2019-06-16,8:43:00,,,,33.42096701,,,,-111.9254298
Fideo,2019-06-16,8:48:00,,,,33.4212903,,,,-111.9260769
Memela,2019-06-16,10:58:00,,,,33.41827714,,,,-111.9295978
Memela,2019-06-16,11:08:00,,,,33.41827714,,,,-111.9295978
Memela,2019-06-16,11:18:00,,,,33.41827714,,,,-111.9295978
Memela,2019-06-16,11:29:00,,,,33.41827714,,,,-111.9295978
Memela,2019-06-16,11:41:00,,,,33.41724456,,,,-111.9301919
Memela,2019-06-16,11:51:00,,,,33.4189323,,,,-111.930053
Memela,2019-06-16,11:54:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-16,12:06:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-16,12:16:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-16,12:28:00,,,,33.41893079,,,,-111.9302225
Tapa,2019-06-16,10:45:00,,,,33.41851157,,,,-111.9311485
Tapa,2019-06-16,11:14:00,,,,33.4182203,,,,-111.9301862
Tapa,2019-06-16,11:20:00,,,,33.41818235,,,,-111.9297445
Tapa,2019-06-16,11:33:00,,,,33.41818235,,,,-111.9297445
Tapa,2019-06-16,12:17:00,,,,33.41818235,,,,-111.9297445
Queso,2019-06-17,5:30:00,,,,33.42294015,,,,-111.9242493
Queso,2019-06-17,5:41:00,,,,33.42314626,,,,-111.9246464
Queso,2019-06-17,5:51:00,,,,33.42330183,,,,-111.9244718
Queso,2019-06-17,6:01:00,,,,33.42413579,,,,-111.9228951
Queso,2019-06-17,6:11:00,,,,33.42379544,,,,-111.9243794
Queso,2019-06-17,6:21:00,,,,33.42314626,,,,-111.9246464
Queso,2019-06-17,6:33:00,,,,33.42343477,,,,-111.9249206
Queso,2019-06-17,6:42:00,,,,33.42421068,,,,-111.9231012
Tapa,2019-06-17,6:33:00,,,,33.4184404,,,,-111.9294744
Tapa,2019-06-17,6:46:00,,,,33.41730545,,,,-111.9302722
Tapa,2019-06-17,8:07:00,,,,33.4182423,,,,-111.929459
Fideo,2019-06-17,7:25:00,,,,33.421113,,,,-111.92576
Fideo,2019-06-17,7:35:00,,,,33.421113,,,,-111.92576
Fideo,2019-06-17,7:43:00,,,,33.42089312,,,,-111.9248109
Fideo,2019-06-17,7:53:00,,,,33.42091957,,,,-111.9250532
Fideo,2019-06-17,8:01:00,,,,33.4208128,,,,-111.9250597
Fideo,2019-06-17,8:13:00,,,,33.42069569,,,,-111.9255197
Fideo,2019-06-17,8:20:00,,,,33.42069569,,,,-111.9255197
Fideo,2019-06-17,8:29:00,,,,33.42059271,,,,-111.9253573
Fideo,2019-06-17,8:38:00,,,,33.42089312,,,,-111.9248109
Crema,2019-06-17,9:02:00,,,,33.42012391,,,,-111.9296967
Morada,2019-06-17,8:38:00,,,,33.41988339,,,,-111.9352862
Morada,2019-06-17,9:39:00,,,,33.42003841,,,,-111.9351026
Pico,2019-06-17,9:45:00,,,,33.41820782,,,,-111.9366402
Chalupa,2019-06-17,9:47:00,,,,33.41717583,,,,-111.9364415
Memela,2019-06-17,9:43:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-17,9:53:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-17,10:03:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-17,10:13:00,,,,33.41893079,,,,-111.9302225
Memela,2019-06-17,10:25:00,,,,33.41893079,,,,-111.9302225
Naranja,2019-06-17,10:30:00,,,,33.42011138,,,,-111.9302099
Chile,2019-06-17,10:32:00,,,,33.42112911,,,,-111.9302467
Sincronizada,2019-06-17,10:40:00,,,,33.42119965,,,,-111.9326068
Chile,2019-06-18,6:22:00,,,,33.42032881,,,,-111.9301138
Crema,2019-06-18,6:31:00,,,,33.42039591,,,,-111.9294092
Avocada,2019-06-18,7:49:00,,,,33.41893146,,,,-111.9257959
Avocada,2019-06-18,8:00:00,,,,33.41833207,,,,-111.9247852
Avocada,2019-06-18,8:10:00,,,,33.41828015,,,,-111.9248486
Torta,2019-06-18,8:10:00,,,,33.41828015,,,,-111.9248486
Avocada,2019-06-18,8:30:00,,,,33.42024746,,,,-111.9258796
Avocada,2019-06-18,8:35:00,,,,33.42027378,,,,-111.926501
Avocada,2019-06-18,8:48:00,,,,33.42032328,,,,-111.9261115
Avocada,2019-06-18,8:56:00,,,,33.42030253,,,,-111.9261105
Avocada,2019-06-18,9:24:00,,,,33.41862959,,,,-111.9256472
Avocada,2019-06-18,9:35:00,,,,33.41879396,,,,-111.925939
Avocada,2019-06-18,9:47:00,,,,33.41820676,,,,-111.9247998
Fideo,2019-06-18,9:58:00,,,,33.42077632,,,,-111.9249846
Fideo,2019-06-18,10:08:00,,,,33.42076873,,,,-111.9249892
Fideo,2019-06-18,10:18:00,,,,33.42078018,,,,-111.9250348
Fideo,2019-06-18,10:28:00,,,,33.42057629,,,,-111.9249469
Fideo,2019-06-18,10:38:00,,,,33.42071559,,,,-111.9248859
Fideo,2019-06-18,10:49:00,,,,33.42078793,,,,-111.9248065
Fideo,2019-06-18,10:59:00,,,,33.42052847,,,,-111.9250983
Fideo,2019-06-18,11:09:00,,,,33.42096248,,,,-111.925176
Fideo,2019-06-18,11:19:00,,,,33.42079333,,,,-111.9249896
Fideo,2019-06-18,11:30:00,,,,33.42066094,,,,-111.9252847
Queso,2019-06-19,5:21:00,,,,33.42342479,,,,-111.9249033
Queso,2019-06-19,5:58:00,,,,33.42363216,,,,-111.9249475
Queso,2019-06-19,6:02:00,,,,33.42314626,,,,-111.9246464
Queso,2019-06-19,6:12:00,,,,33.42314626,,,,-111.9246464
Queso,2019-06-19,6:37:00,,,,33.42336809,,,,-111.9239287
Queso ,2019-06-19,6:41:00,,,,33.42329152,,,,-111.9246777
Queso,2019-06-19,6:43:00,,,,33.42336809,,,,-111.9239287
Queso,2019-06-19,6:50:00,,,,33.42355681,,,,-111.924651
Queso,2019-06-19,6:52:00,,,,33.42312334,,,,-111.9249392
